marca,modelo,precio_contado,financiacion_disponible,descuento,precio_final,ubicacion,kilometraje,combustible_Diésel,combustible_Eléctrico,combustible_Gas,combustible_Gasolina,combustible_Híbrido,combustible_Híbrido Enchufable,combustible_nan,es_km0,es_demo,transmision,tipo_carroceria,asientos,potencia,puertas,mes_matriculacion2,año_matriculacion2,garantia_limpia,transmision_cod
RENAULT,Kadjar 1.5dCi Energy Limited 81kW,14499.0,0,0.0,14499.0,Madrid,133164.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,5.0,2018.0,0,1
SKODA,Fabia 1.2 Ambition 60,6800.0,1,-0.13,5916.0,Lugo,126893.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,60.0,5.0,7.0,2013.0,12,1
JEEP,Grand Cherokee 3.0 Multijet Limited Aut. 184kW,28550.0,0,0.0,28550.0,Madrid,145000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,250.0,5.0,11.0,2019.0,0,0
RENAULT,Arkana 1.6 E-Tech Intens 105kW,18600.0,0,0.0,18600.0,Madrid,65000.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,145.0,5.0,8.0,2021.0,0,0
HYUNDAI,Tucson 1.6 GDI BD Tecno Safe 4x2 MT,20900.0,1,0.0,20900.0,Tenerife,59000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,132.0,5.0,3.0,2020.0,12,1
MERCEDES-BENZ,Clase B 180 d,17400.0,1,0.0,17400.0,La Coruña,96579.0,True,False,False,False,False,False,False,False,False,Automático,Familiar,0.0,109.0,5.0,5.0,2015.0,12,0
LAND-ROVER,Range Rover Evoque 1.5 I3 MHEV R-Dynamic S FWD Aut. 160,43900.0,0,0.0,43900.0,Ciudad Real,20804.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,160.0,5.0,9.0,2023.0,40,0
AUDI,Q3 2.0TDI Sport edition quattro S tronic 110kW,29900.0,0,0.0,29900.0,Barcelona,70179.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,9.0,2017.0,12,0
SKODA,Enyaq iV Coupé RS 195kW,37000.0,0,0.0,37000.0,Barcelona,8121.0,False,True,False,False,False,False,False,False,False,Automático,Desconocido,5.0,299.0,5.0,12.0,2023.0,12,0
MINI,Cooper Aut.,23500.0,0,0.0,23500.0,Alicante,65851.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,136.0,5.0,11.0,2021.0,24,0
KIA,Picanto 1.2 Eco-Dynamics Euro2016,6300.0,0,0.0,6300.0,Madrid,137500.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,85.0,5.0,6.0,2016.0,0,1
MAZDA,CX-60 Todoterreno  Automático de 5 Puertas,49990.0,0,0.0,49990.0,Las Palmas,21800.0,False,False,False,False,False,True,False,False,False,Automático,Desconocido,5.0,254.0,5.0,9.0,2022.0,12,0
CITROEN,C4 Cactus 1.6 BlueHDi Feel Edition 100,6500.0,0,0.0,6500.0,Madrid,180700.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,99.0,5.0,2.0,2017.0,0,1
FIAT,500 500C 1.0 GSE Star,11650.0,1,0.0,11650.0,Islas Baleares,54719.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,4.0,70.0,2.0,4.0,2021.0,12,1
AUDI,A1 Sportback 1.0 TFSI Attraction,12950.0,1,0.0,12950.0,Barcelona,126000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,95.0,5.0,9.0,2017.0,12,1
JEEP,Wrangler 2.5 Hard Top Base,7500.0,0,0.0,7500.0,Barcelona,125000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,4.0,121.0,3.0,7.0,1995.0,0,1
PEUGEOT,208 GT HYBRID 136 eDCS6,25440.0,1,0.0,25440.0,Madrid,2.0,False,False,False,False,True,False,False,True,False,Automático,Desconocido,0.0,136.0,5.0,3.0,2025.0,72,0
MERCEDES-BENZ,Clase GLE Todoterreno  Automático de 5 Puertas,58990.0,0,0.0,58990.0,Las Palmas,91000.0,False,False,False,False,False,True,False,False,False,Automático,Desconocido,5.0,245.0,5.0,6.0,2019.0,12,0
MERCEDES-BENZ,Clase B 200d 4Matic 8G-DCT,23700.0,0,0.0,23700.0,Málaga,89500.0,True,False,False,False,False,False,False,False,False,Automático,Monovolumen,5.0,150.0,5.0,5.0,2019.0,0,0
LAND-ROVER,Defender 110 SW E,35900.0,0,0.0,35900.0,Córdoba,88000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,122.0,5.0,8.0,2013.0,0,1
SEAT,León 1.4 Emoción,8500.0,0,0.0,8500.0,Málaga,107558.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,85.0,5.0,8.0,2011.0,12,1
DACIA,Duster Todoterreno  Manual de 5 Puertas,9500.0,0,0.0,9500.0,Madrid,197692.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,5.0,115.0,5.0,9.0,2015.0,6,1
SEAT,León 1.6TDI CR Style,3200.0,0,0.0,3200.0,Teruel,328000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,105.0,5.0,9.0,2010.0,0,1
LAND-ROVER,Range Rover Evoque 2.0D I4 MHEV S AWD Aut. 163,41900.0,0,0.0,41900.0,Ciudad Real,22650.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,163.0,5.0,7.0,2021.0,24,0
MERCEDES-BENZ,Clase E Cabrio 250 Aut.,21000.0,0,0.0,21000.0,Madrid,80000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,211.0,2.0,5.0,2015.0,0,0
PEUGEOT,3008 Hybrid 300 eEAT8 GT Pack,23990.0,1,0.0,23990.0,Madrid,94300.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,299.0,5.0,6.0,2020.0,12,0
PEUGEOT,308 1.4 VTi Sport,11900.0,0,0.0,11900.0,La Coruña,116000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,95.0,3.0,6.0,2010.0,0,1
FORD,Focus 1.6TDCi Trend,2800.0,0,0.0,2800.0,Madrid,311000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,90.0,5.0,9.0,2009.0,0,1
PEUGEOT,3008 SUV 1.6BlueHDi GT Line S&S 120,14000.0,0,0.0,14000.0,Guadalajara,160000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,120.0,5.0,11.0,2017.0,0,1
VOLKSWAGEN,Golf 2.0 TSI GTI DSG 220,18000.0,0,0.0,18000.0,Madrid,143000.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,220.0,5.0,1.0,2014.0,0,0
FORD,Puma 1.0 EcoBoost MHEV ST-Line Design 125,17499.0,0,0.0,17499.0,Alicante,84705.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,125.0,5.0,5.0,2022.0,12,1
CUPRA,Formentor 1.5 TSI 150,28900.0,0,0.0,28900.0,Cantabria,11000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,150.0,5.0,5.0,2021.0,24,1
KIA,Ceed 1.0 T-GDI Drive 100,17490.0,1,0.0,17490.0,Albacete,31420.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,100.0,5.0,12.0,2020.0,12,1
PEUGEOT,3008 SUV Hybrid 136 GT eDCS6,33750.0,0,0.0,33750.0,Barcelona,6100.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,136.0,5.0,9.0,2024.0,12,0
TOYOTA,Corolla Sedán 1.6 VVT-i Luna,8950.0,0,0.0,8950.0,Las Palmas,85000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,124.0,4.0,1.0,2010.0,0,1
SEAT,Ateca 1.0 TSI S&S Ecomotive Reference,16450.0,0,0.0,16450.0,Barcelona,55700.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,2.0,2020.0,0,1
FORD,Focus 1.6TDCi Trend,2800.0,0,0.0,2800.0,Madrid,311000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,90.0,5.0,9.0,2009.0,0,1
FORD,Focus 1.0 Ecoboost MHEV ST-Line 125,24900.0,1,0.0,24900.0,La Rioja,28.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,125.0,5.0,10.0,2023.0,12,1
AUDI,A4 2.0TDI Advanced Edition Multitronic DPF 143,13700.0,0,0.0,13700.0,Sevilla,111841.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,143.0,4.0,4.0,2012.0,0,0
MAZDA,6 2.2DE Active,3300.0,0,0.0,3300.0,Girona,285000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,125.0,4.0,6.0,2009.0,0,1
HONDA,e Advance Llantas 17,19800.0,0,0.0,19800.0,Madrid,29000.0,False,True,False,False,False,False,False,False,False,Automático,Berlina,4.0,154.0,5.0,6.0,2021.0,0,0
BMW,X5 3.0d Aut.,7800.0,0,0.0,7800.0,Barcelona,114000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,218.0,5.0,10.0,2003.0,0,0
PEUGEOT,308 5P GT Pack Hybrid 225 eEAT8,29990.0,1,0.0,29990.0,Madrid,44000.0,False,False,False,False,True,False,False,False,False,Automático,Pequeño,0.0,225.0,5.0,2.0,2022.0,12,0
SUZUKI,Grand Vitara 1.9DDiS JX-A,9100.0,0,0.0,9100.0,Alicante,152221.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,4.0,129.0,3.0,5.0,2007.0,0,1
PEUGEOT,408 GT PHEV 225 eEAT8,36495.0,1,0.0,36495.0,Alicante,16775.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,224.0,5.0,1.0,2023.0,12,0
BMW,Serie 3 320d,6500.0,0,0.0,6500.0,Málaga,243000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,177.0,4.0,1.0,2008.0,0,1
VOLKSWAGEN,Golf 1.6TDI Last Edition 85kW,15490.0,1,0.0,15490.0,Madrid,129980.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,115.0,5.0,7.0,2020.0,12,1
VOLKSWAGEN,California 1.9TDI Comfortline,20000.0,0,0.0,20000.0,Cáceres,258800.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,4.0,102.0,4.0,9.0,2010.0,0,1
AUDI,A5 Coupé 2.0TDI 140kW,21600.0,0,0.0,21600.0,Madrid,189999.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,4.0,190.0,2.0,12.0,2017.0,0,1
FORD,Puma 1.0 EcoBoost MHEV ST-Line Aut. 125,19900.0,1,0.0,19900.0,Tenerife,37500.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,125.0,5.0,5.0,2022.0,18,0
VOLKSWAGEN,Touareg 3.0TDI V6 BMT Pure Tiptronic,15000.0,0,0.0,15000.0,Barcelona,171000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,204.0,5.0,11.0,2013.0,0,0
SKODA,Kodiaq 2.0TDI Selection 4x2 DSG 110kW,41900.0,0,0.0,41900.0,Badajoz,990.0,True,False,False,False,False,False,False,False,True,Automático,Todo Terreno,5.0,150.0,5.0,4.0,2024.0,24,0
BMW,X1 sDrive 18dA,25490.0,0,0.0,25490.0,Alicante,98042.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,6.0,2020.0,12,0
LAND-ROVER,Range Rover Evoque 2.0eD4 Pure 2WD 150,14000.0,0,0.0,14000.0,Valencia,125500.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,150.0,5.0,10.0,2016.0,0,1
OPEL,Zafira 1.9CDTi Cosmo 120,3900.0,0,0.0,3900.0,Valencia,223000.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,7.0,120.0,5.0,6.0,2007.0,0,1
LAND-ROVER,Defender 110 SW E,42501.0,0,0.0,42501.0,Córdoba,125000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,122.0,5.0,8.0,2013.0,0,1
SEAT,Ateca 1.5 EcoTSI S&S FR XS,23990.0,1,0.0,23990.0,Madrid,35000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,150.0,5.0,11.0,2022.0,36,1
FORD,Kuga 2.0TDCi Trend 4x2 120,10100.0,0,0.0,10100.0,Las Palmas,199098.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,120.0,5.0,7.0,2016.0,0,1
PEUGEOT,208 1.2 PureTech S&S Style 82,5499.0,0,0.0,5499.0,Tenerife,124000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,82.0,5.0,5.0,2017.0,0,1
FIAT,500X 1.6 E-Torq Cross 4x2,7500.0,0,0.0,7500.0,Madrid,187500.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,5.0,2017.0,0,1
KIA,Sorento 1.6 T-GDi PHEV Drive 4x4,43990.0,1,0.0,43990.0,Madrid,34974.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,7.0,265.0,5.0,7.0,2023.0,12,0
BMW,XM,124000.0,0,0.0,124000.0,Alicante,33500.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,489.0,5.0,6.0,2023.0,24,0
CITROEN,C4 1.2 PureTech Shine S&S EAT8 130,15500.0,0,0.0,15500.0,Las Palmas,50000.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,130.0,5.0,1.0,2021.0,0,0
AUDI,A4 2.0TDI Advanced Edition DPF 177,1245000.0,0,0.0,1245000.0,Cuenca,125000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,177.0,4.0,5.0,2014.0,0,1
SEAT,Ateca 2.0TDI CR S&S X-Perience XM DSG 150,29616.0,1,0.0,29616.0,Barcelona,5601.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,8.0,2024.0,24,0
TOYOTA,Corolla 1.8 125H ACTIVE TECH E-CVT SEDAN,21890.0,1,0.0,21890.0,Madrid,39000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,122.0,4.0,2.0,2022.0,12,0
BMW,Serie 2 216dA Gran Tourer,16900.0,1,0.0,16900.0,Madrid,161000.0,True,False,False,False,False,False,False,False,False,Automático,Monovolumen,5.0,116.0,5.0,6.0,2020.0,12,0
MERCEDES-BENZ,Clase A 250 e,35900.0,1,-0.08,33028.0,Málaga,6500.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,218.0,5.0,1.0,2024.0,36,0
CITROEN,C3 Aircross Puretech S&S Shine 110,14990.0,1,0.0,14990.0,Málaga,47000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,3.0,2021.0,12,1
PEUGEOT,3008 Hybrid 225 e-EAT8 Allure Pack,31990.0,1,0.0,31990.0,Málaga,34000.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,225.0,5.0,3.0,2023.0,24,0
MERCEDES-BENZ,EQB 250+,51900.0,1,0.0,51900.0,Málaga,1000.0,False,True,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,190.0,5.0,6.0,2024.0,36,0
KIA,Sportage 1.6 T-GDi PHEV 198kW (265CV) Drive 4x4,37000.0,1,0.0,37000.0,Valencia,8847.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,265.0,5.0,6.0,2023.0,12,0
KIA,XCeed 1.6 GDi PHEV 104kW (141CV) eDrive,26800.0,1,0.0,26800.0,Valencia,5820.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,141.0,5.0,6.0,2023.0,12,0
CITROEN,C4 1.5 BlueHDI S&S Live Pack 110,15990.0,1,-0.06,15030.599999999999,Málaga,102000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,110.0,5.0,3.0,2022.0,12,1
PEUGEOT,208 Allure Eléctrico 100kW,22490.0,1,0.0,22490.0,Málaga,16500.0,False,True,False,False,False,False,False,False,False,Automático,Berlina,5.0,136.0,5.0,10.0,2023.0,24,0
VOLKSWAGEN,Golf 1.6TDI Edition 85kW,14999.0,1,0.0,14999.0,Jaén,124000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,115.0,5.0,5.0,2018.0,12,1
FORD,Fiesta 1.1 Ti-VCT Trend,13450.0,1,0.0,13450.0,Madrid,31734.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,75.0,5.0,11.0,2022.0,12,1
PEUGEOT,308 1.5 BlueHDi S&S Active Pack 130,27990.0,1,0.0,27990.0,Málaga,23000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,130.0,5.0,10.0,2022.0,12,1
AUDI,A5 Cabrio 2.0 TFSI Multitronic,10285.0,0,0.0,10285.0,Málaga,115700.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,180.0,2.0,3.0,2010.0,0,0
PEUGEOT,308 1.5 BlueHDi S&S Active Pack 130,26964.0,1,0.0,26964.0,Málaga,2500.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,130.0,5.0,10.0,2022.0,24,1
PEUGEOT,3008 SUV 1.5BlueHDi Active S&S 130,21900.0,1,0.0,21900.0,Sevilla,29574.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,130.0,5.0,6.0,2020.0,12,1
VOLKSWAGEN,Golf 1.6TDI Advance 85kW,15700.0,1,0.0,15700.0,Pontevedra,107763.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,115.0,5.0,8.0,2019.0,12,1
BMW,X3 xDrive 20dA Business,35990.0,1,0.0,35990.0,Madrid,49690.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,190.0,5.0,11.0,2019.0,12,0
PEUGEOT,308 1.5 BlueHDi S&S Allure EAT8 130,30990.0,1,0.0,30990.0,Málaga,7500.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,130.0,5.0,6.0,2024.0,24,0
BMW,Serie 2 218i Gran Coupé,28975.0,1,0.0,28975.0,Madrid,71457.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,5.0,136.0,4.0,2.0,2021.0,24,0
BMW,X2 xDrive 25eA M Sport,29990.0,1,0.0,29990.0,Madrid,47078.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,220.0,5.0,6.0,2021.0,12,0
MAZDA,2 2 1.5 GE 66kW (90CV) Origin,14990.0,1,0.0,14990.0,Pontevedra,41638.0,False,False,False,False,True,False,False,False,False,Manual,Desconocido,0.0,89.0,5.0,3.0,2023.0,12,1
KIA,Niro 1.6 HEV Concept 141,27000.0,1,0.0,27000.0,Madrid,9751.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,141.0,5.0,2.0,2024.0,60,0
CITROEN,C3 Aircross BlueHDi S&S Feel 110,12500.0,1,0.0,12500.0,Pontevedra,111709.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,1.0,2021.0,12,1
LAND-ROVER,Range Rover Evoque 2.0D MHEV R-Dynamic S AWD Aut. 150,48900.0,0,0.0,48900.0,Málaga,37200.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,3.0,2020.0,12,0
TOYOTA,Corolla Touring Sports 125H Feel!,18990.0,1,0.0,18990.0,Barcelona,112000.0,False,False,False,False,True,False,False,False,False,Automático,Stationwagon,5.0,122.0,5.0,7.0,2020.0,12,0
BMW,iX Todoterreno  Automático de 5 Puertas,46900.0,0,0.0,46900.0,Málaga,30000.0,False,True,False,False,False,False,False,False,False,Automático,Desconocido,5.0,190.0,5.0,3.0,2023.0,12,0
TOYOTA,Corolla Touring Sports 125H Business Plus,18990.0,1,0.0,18990.0,Barcelona,125000.0,False,False,False,False,True,False,False,False,False,Automático,Stationwagon,5.0,122.0,5.0,4.0,2020.0,12,0
FORD,Focus 1.5Ecoblue Trend+ 120,13700.0,1,0.0,13700.0,Pontevedra,141334.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,120.0,5.0,3.0,2020.0,12,1
TOYOTA,Corolla 125H Business Plus,17990.0,1,0.0,17990.0,Barcelona,149000.0,False,False,False,False,True,False,False,False,False,Automático,Berlina,5.0,122.0,5.0,7.0,2021.0,12,0
KIA,EV6 Long Range Air RWD 168kW,41000.0,1,0.0,41000.0,Valencia,506.0,False,True,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,229.0,5.0,10.0,2023.0,12,0
NISSAN,Juke DIGT ACENTA 114,18400.0,1,0.0,18400.0,Pontevedra,54976.0,False,False,False,False,True,False,False,False,False,Manual,Desconocido,0.0,114.0,5.0,4.0,2023.0,12,1
SEAT,León 1.0 EcoTSI 85kW St&Sp Style Visio Edit,15700.0,1,0.0,15700.0,Pontevedra,98376.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,0.0,115.0,5.0,5.0,2020.0,12,1
PEUGEOT,3008 1.5 BlueHDi 96kW (130CV) S&S Allure EAT8,17700.0,1,0.0,17700.0,Pontevedra,105947.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,130.0,5.0,6.0,2020.0,12,0
RENAULT,Clio Blue dCi Business 63kW,12500.0,1,0.0,12500.0,Pontevedra,107017.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,85.0,5.0,4.0,2021.0,12,1
OPEL,Astra 1.6CDTi Business 110,12500.0,1,0.0,12500.0,Pontevedra,109867.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,110.0,5.0,4.0,2019.0,12,1
PEUGEOT,3008 1.5 BlueHDi 96kW (130CV) S&S Allure,16700.0,1,0.0,16700.0,Pontevedra,113179.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,0.0,130.0,5.0,6.0,2019.0,12,1
BMW,Serie 2 218iA Gran Coupé,25985.0,1,0.0,25985.0,Madrid,60712.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,5.0,140.0,4.0,6.0,2020.0,24,0
PORSCHE,911 Carrera Coupé PDK,125000.0,1,0.0,125000.0,Sevilla,43000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,385.0,2.0,5.0,2020.0,12,0
SEAT,Arona 1.0 TSI Ecomotive S&S Style 95,15990.0,1,0.0,15990.0,Barcelona,45000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,95.0,5.0,5.0,2019.0,12,1
FORD,Fiesta 1.5TDCi Trend 85,11500.0,1,0.0,11500.0,Pontevedra,119219.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,85.0,5.0,1.0,2020.0,12,1
LAND-ROVER,Range Rover Sport 4.4SDV8 HSE Dynamic Aut.,33000.0,0,0.0,33000.0,Madrid,195000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,339.0,5.0,1.0,2016.0,12,0
CITROEN,C3 Aircross Puretech S&S Plus 110,14495.0,1,0.0,14495.0,Islas Baleares,24230.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,3.0,2024.0,24,1
KIA,XCeed 1.6 GDi PHEV 104kW (141CV) eMotion,34490.0,1,0.0,34490.0,Málaga,9000.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,141.0,5.0,8.0,2023.0,60,0
CITROEN,C5 Aircross Hybrid 225 e-EAT8 Feel Pack,28500.0,1,0.0,28500.0,Valencia,24640.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,224.0,5.0,5.0,2022.0,12,0
HYUNDAI,Kona 1.0 TGDI Flexx 4x2,24500.0,1,0.0,24500.0,Valencia,50.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,120.0,5.0,11.0,2023.0,12,1
VOLKSWAGEN,T-Cross 1.0 TSI Sport 81kW,24100.0,0,0.0,24100.0,Madrid,22222.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,7.0,2023.0,12,1
AUDI,Q5 40 TDI quattro-ultra Advanced S tronic 150kW,57900.0,1,0.0,57900.0,Madrid,13000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,204.0,5.0,6.0,2024.0,24,0
DACIA,Sandero 0.9 TCE Laureate 66kW,10995.0,1,0.0,10995.0,Alicante,44370.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,90.0,5.0,8.0,2018.0,12,1
TOYOTA,RAV-4 2.5 hybrid 4WD Advance,24990.0,1,0.0,24990.0,Barcelona,188000.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,222.0,5.0,7.0,2020.0,12,0
AUDI,Q3 RS Sportback 2.5 TFSI quattro S tronic,59995.0,1,0.0,59995.0,Valencia,60794.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,400.0,5.0,7.0,2020.0,12,0
AUDI,A5 Sportback 35 TDI Black line S tronic,43900.0,1,0.0,43900.0,Madrid,10691.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,163.0,5.0,7.0,2023.0,24,0
KIA,Cee´d Pro_Cee´d 1.6 T-GDi GT,15590.0,0,0.0,15590.0,Vizcaya,85839.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,204.0,3.0,9.0,2015.0,12,1
PEUGEOT,3008 Hybrid 225 e-EAT8 Active Pack,33995.0,1,0.0,33995.0,Valencia,5.0,False,True,False,False,False,False,False,False,False,Automático,Desconocido,0.0,224.0,5.0,10.0,2022.0,12,0
NISSAN,Qashqai 1.3 DIG-T mHEV 12V N-Connecta 4x2 103kW,26900.0,1,0.0,26900.0,La Coruña,19607.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,140.0,5.0,2.0,2024.0,12,1
CITROEN,C3 1.2 PureTech S&S Shine EAT6 110,16700.0,1,0.0,16700.0,Vizcaya,79223.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,110.0,5.0,6.0,2020.0,12,0
