marca,modelo,precio_contado,financiacion_disponible,descuento,precio_final,ubicacion,kilometraje,combustible_Diésel,combustible_Eléctrico,combustible_Gas,combustible_Gasolina,combustible_Híbrido,combustible_Híbrido Enchufable,combustible_nan,es_km0,es_demo,transmision,tipo_carroceria,asientos,potencia,puertas,mes_matriculacion2,año_matriculacion2,garantia_limpia,transmision_cod
BMW,Serie 3 320dA,41990.0,1,0.0,41990.0,Madrid,19154.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,190.0,4.0,2.0,2024.0,24,0
CITROEN,C3 Aircross BlueHDi S&S Shine Pack EAT6 120,16950.0,1,0.0,16950.0,Guipúzcoa,55000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,120.0,5.0,6.0,2022.0,12,0
LAND-ROVER,Range Rover Evoque 2.0 Si4 HSE 4WD Aut. 240,24595.0,1,0.0,24595.0,Valencia,96699.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,240.0,5.0,3.0,2018.0,12,0
AUDI,A4 RS 4 Avant 4.2 TFSI quattro S-Tronic,41000.0,0,0.0,41000.0,Navarra,133530.0,False,False,False,True,False,False,False,False,False,Automático,Stationwagon,5.0,450.0,5.0,3.0,2014.0,12,0
AUDI,A6 Avant e-tron performance S-Line,74900.0,0,0.0,74900.0,Vizcaya,3500.0,False,True,False,False,False,False,False,False,True,Automático,Stationwagon,5.0,367.0,5.0,1.0,2025.0,24,0
AUDI,A6 50 TFSIe Advanced quattro-ultra S tronic,61890.0,0,0.0,61890.0,Vizcaya,3000.0,False,False,False,False,False,True,False,False,True,Automático,Berlina,5.0,299.0,4.0,12.0,2024.0,24,0
TOYOTA,C-HR 1.8 125H Dynamic Plus,21900.0,1,0.0,21900.0,Orense,61808.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,122.0,5.0,12.0,2020.0,0,0
RENAULT,Kadjar 1.7dCi Blue Zen 4x4 110kW,17500.0,0,0.0,17500.0,Sevilla,120000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,150.0,5.0,2.0,2020.0,12,1
CUPRA,Formentor 1.5 eTSI 150 DSG,26200.0,0,0.0,26200.0,Madrid,31000.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,1.0,2024.0,12,0
FORD,Fiesta 1.4TDCI Ambiente,2990.0,0,0.0,2990.0,Madrid,209000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,68.0,5.0,8.0,2007.0,12,1
RENAULT,Captur 1.5dCi Energy eco2 Life 66kW,15800.0,1,0.0,15800.0,Cádiz,70000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,90.0,5.0,8.0,2020.0,12,1
PEUGEOT,Rifter 1.5BlueHDi Standard Allure 100,14490.0,0,0.0,14490.0,Cantabria,154000.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,100.0,5.0,10.0,2019.0,0,1
LAND-ROVER,Range Rover Sport 3.0TDV6 HSE Aut.,22900.0,0,0.0,22900.0,Barcelona,169950.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,258.0,5.0,2.0,2015.0,0,0
BMW,X2 sDrive 20dA (4.75),29990.0,1,0.0,29990.0,Salamanca,69000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,190.0,5.0,1.0,2021.0,12,0
KIA,Picanto 1.0 CVVT Concept Plus,7700.0,0,0.0,7700.0,Málaga,169000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,67.0,5.0,3.0,2019.0,12,1
BMW,Serie 1 120iA M Sport,31990.0,1,0.0,31990.0,Barcelona,15000.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,178.0,5.0,2.0,2024.0,12,0
PEUGEOT,Traveller M1 2.0BlueHDI Active Standard 150,28900.0,1,0.0,28900.0,Córdoba,64480.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,150.0,4.0,7.0,2018.0,12,1
MERCEDES-BENZ,Clase C 300de Estate AMG Line,34990.0,0,0.0,34990.0,Pontevedra,68000.0,False,False,False,False,False,False,True,False,False,Automático,Familiar,0.0,306.0,5.0,10.0,2019.0,12,0
MERCEDES-BENZ,Clase GLC Coupé 220d 4Matic Aut.,37999.0,1,0.0,37999.0,Cáceres,106000.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,170.0,5.0,9.0,2019.0,12,0
VOLKSWAGEN,Passat Variant 1.6TDI Business Edition BMT,8499.0,0,0.0,8499.0,Sevilla,184588.0,True,False,False,False,False,False,False,False,False,Manual,Stationwagon,5.0,105.0,5.0,1.0,2014.0,12,1
BMW,X1 sDrive 18dA,19000.0,0,0.0,19000.0,Madrid,95000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,5.0,2018.0,0,0
CUPRA,Terramar 1.5 eTSI 110 DSG,40500.0,1,0.0,40500.0,Alicante,700.0,False,False,False,True,False,False,False,False,True,Automático,Todo Terreno,5.0,150.0,5.0,12.0,2024.0,48,0
VOLVO,XC40 T5 Twin Business Plus Aut.,24400.0,0,0.0,24400.0,Madrid,79500.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,261.0,5.0,7.0,2020.0,0,0
BMW,X2 xDrive 20dA M Sport,38000.0,1,0.0,38000.0,Barcelona,25000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,190.0,5.0,6.0,2021.0,12,0
MERCEDES-BENZ,Clase A 180d 7G-DCT,22900.0,1,0.0,22900.0,Madrid,131000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,116.0,5.0,4.0,2019.0,12,0
AUDI,Q2 30 TDI Sport S tronic 85kW,26900.0,1,0.0,26900.0,Valencia,48520.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,116.0,5.0,2.0,2020.0,12,0
VOLKSWAGEN,T-Roc 1.0 TSI Advance 81kW,20600.0,1,0.0,20600.0,Castellón,76000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,109.0,5.0,4.0,2021.0,12,1
PEUGEOT,208 1.6BlueHDi Like 75,9795.0,1,0.0,9795.0,Alicante,123523.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,75.0,5.0,4.0,2018.0,12,1
RENAULT,Mégane Business Tce GPF 85kW (115CV) - 18,12595.0,1,0.0,12595.0,Alicante,136708.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,0.0,115.0,5.0,12.0,2018.0,12,1
PEUGEOT,508 1.5BlueHDi S&S Allure Pack EAT8 130,32995.0,1,0.0,32995.0,Alicante,58244.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,130.0,5.0,3.0,2023.0,12,0
CHEVROLET,Captiva 2.0VCDi LT 7 pl.,5500.0,0,0.0,5500.0,Álava,291800.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,7.0,150.0,5.0,7.0,2008.0,0,1
KIA,Niro 1.6 HEV Drive,15690.0,1,0.0,15690.0,Madrid,99990.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,141.0,5.0,3.0,2019.0,36,0
VOLKSWAGEN,Golf 1.6TDI Sport 85kW,15975.0,1,0.0,15975.0,Barcelona,100000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,115.0,5.0,1.0,2017.0,12,1
PEUGEOT,208 1.0 PureTech Like 68,7999.0,1,0.0,7999.0,Tarragona,99000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,68.0,5.0,5.0,2015.0,12,1
HYUNDAI,Tucson 1.6 TGDI HEV Maxx Safe AT,20000.0,0,0.0,20000.0,Islas Baleares,71095.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,230.0,5.0,7.0,2021.0,0,0
PEUGEOT,308 1.6 VTi Confort,4800.0,0,0.0,4800.0,Alicante,163734.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,120.0,3.0,7.0,2009.0,12,1
AUDI,A3 Sportback 2.0TDI S Line Edition S-T 110kW,27990.0,1,0.0,27990.0,Lugo,111388.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,150.0,5.0,3.0,2021.0,12,0
CITROEN,C3 1.2 Turbo S&S Max 100,21050.0,1,0.0,21050.0,Sevilla,1663.0,False,False,False,True,False,False,False,False,True,Manual,Berlina,5.0,100.0,5.0,3.0,2025.0,24,1
FORD,Kuga 1.5 EcoBoost Titanium FWD 150,19900.0,1,0.0,19900.0,Murcia,87000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,150.0,5.0,7.0,2023.0,12,1
PORSCHE,Cayenne Diesel 245 Aut.,37990.0,0,0.0,37990.0,Tenerife,105600.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,245.0,5.0,7.0,2011.0,12,0
BMW,Serie 1 118d,14800.0,1,0.0,14800.0,Madrid,154000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,150.0,5.0,11.0,2015.0,12,1
BMW,Serie 1 116d Efficient Dynamics Essential Ed.,12900.0,1,0.0,12900.0,Madrid,153000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,116.0,5.0,5.0,2013.0,12,1
VOLKSWAGEN,Passat GTE 1.4 TSI ePOWER DSG 218CV,17990.0,1,0.0,17990.0,Lugo,182823.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,218.0,5.0,7.0,2019.0,12,0
FORD,Fiesta 1.5TDCi Trend 85,10990.0,1,0.0,10990.0,Lugo,150826.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,85.0,5.0,10.0,2020.0,12,1
MERCEDES-BENZ,Clase GLA 200[0-805],44900.0,1,-0.02,44002.0,La Rioja,5990.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,163.0,5.0,2.0,2025.0,24,0
TOYOTA,C-HR 125H Advance,27400.0,0,0.0,27400.0,Lugo,26779.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,122.0,5.0,3.0,2022.0,12,0
HYUNDAI,i20 1.0 TGDI N Line 48V 100,22400.0,0,0.0,22400.0,Barcelona,11100.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,100.0,5.0,6.0,2024.0,50,1
PORSCHE,Taycan Turbo S,99900.0,0,0.0,99900.0,Barcelona,56995.0,False,True,False,False,False,False,False,False,False,Automático,Berlina,4.0,761.0,4.0,10.0,2020.0,12,0
VOLKSWAGEN,Tiguan 1.5 TSI R-Line DSG 110kW,39950.0,1,0.0,39950.0,Castellón,27000.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,4.0,2023.0,11,0
MERCEDES-BENZ,Clase A 180 Compacto,32300.0,1,0.0,32300.0,Valencia,20695.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,5.0,136.0,5.0,5.0,2024.0,24,0
RAM,1500 TRX,193000.0,0,0.0,193000.0,Madrid,1.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,711.0,4.0,4.0,2023.0,12,0
VOLVO,V60 B4 Ultra Aut.,53800.0,1,0.0,53800.0,Vizcaya,20.0,False,False,False,True,False,False,False,False,False,Automático,Stationwagon,5.0,197.0,5.0,12.0,2024.0,36,0
BMW,Serie 3 318dA Touring Essential Plus M-Sport Edition,15990.0,1,0.0,15990.0,Barcelona,179000.0,True,False,False,False,False,False,False,False,False,Automático,Stationwagon,5.0,143.0,5.0,7.0,2015.0,12,0
TOYOTA,Yaris 120H 1.5 Style Plus,23260.0,1,0.0,23260.0,Álava,24962.0,False,False,False,False,True,False,False,False,False,Automático,Berlina,5.0,116.0,5.0,12.0,2021.0,24,0
ALFA ROMEO,Stelvio 2.2 Veloce Q4 210 Aut.,31500.0,0,0.0,31500.0,Islas Baleares,67384.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,210.0,5.0,3.0,2020.0,0,0
LEXUS,NX 300h Executive 4WD Tecno + Navibox,26450.0,0,0.0,26450.0,Tarragona,56000.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,197.0,5.0,11.0,2015.0,0,0
PEUGEOT,3008 1.6 BlueHDi Style EAT6 120,15500.0,0,0.0,15500.0,Málaga,88000.0,True,False,False,False,False,False,False,False,False,Automático,Monovolumen,5.0,120.0,5.0,4.0,2017.0,0,0
MAZDA,CX-30 2.0 Skyactiv-X Zenith White Safety 2WD 137kW,29990.0,1,0.0,29990.0,Valencia,13000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,186.0,5.0,2.0,2023.0,12,1
AUDI,A1 Sportback 25 TFSI Advanced,21900.0,1,0.0,21900.0,Valencia,52510.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,95.0,5.0,5.0,2020.0,12,1
BMW,X1 sDrive 18dA,29800.0,1,0.0,29800.0,Valencia,78573.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,1.0,2021.0,12,0
AUDI,A3 Sedán 1.6TDI Sport Edition 85kW,17900.0,1,0.0,17900.0,Granada,95000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,116.0,4.0,1.0,2019.0,12,1
FORD,Tourneo Connect 1.5TDCi Auto-S&S Trend 100,11500.0,0,0.0,11500.0,Málaga,200000.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,100.0,5.0,6.0,2019.0,6,1
ROLLS-ROYCE,Phantom V12,170000.0,0,0.0,170000.0,Alicante,108000.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,460.0,4.0,1.0,2008.0,0,0
CITROEN,C3 Aircross Puretech S&S Shine 110,14995.0,1,0.0,14995.0,Alicante,61661.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,5.0,2023.0,12,1
BMW,X4 xDrive 25dA,39900.0,1,0.0,39900.0,Córdoba,133000.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,231.0,5.0,6.0,2019.0,12,0
PEUGEOT,208 1.6BlueHDi Style 75,9100.0,0,0.0,9100.0,Murcia,145420.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,75.0,5.0,6.0,2016.0,12,1
PEUGEOT,Rifter 1.5BlueHDi S&S Long Allure EAT8 130,21900.0,0,0.0,21900.0,Barcelona,90000.0,True,False,False,False,False,False,False,False,False,Automático,Monovolumen,5.0,131.0,5.0,10.0,2020.0,12,0
NISSAN,Qashqai 1.2 DIG-T Acenta 4x2,14500.0,1,0.0,14500.0,Castellón,155000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,5.0,2018.0,12,1
BMW,Serie 1 M135iA xDrive M Sport Pro,68900.0,0,0.0,68900.0,Barcelona,10.0,False,False,False,True,False,False,False,True,False,Automático,Berlina,4.0,300.0,5.0,3.0,2025.0,36,0
TOYOTA,Yaris 120H 1.5 Active Tech,20990.0,1,0.0,20990.0,Álava,12850.0,False,False,False,False,True,False,False,False,False,Automático,Berlina,5.0,116.0,5.0,6.0,2021.0,24,0
FORD,Fiesta 1.1 Ti-VCT Trend,10990.0,0,0.0,10990.0,Girona,30456.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,75.0,5.0,4.0,2022.0,12,1
JEEP,Renegade 1.6Mjt Limited 4x2 96kW,20900.0,0,0.0,20900.0,Alicante,29541.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,130.0,5.0,1.0,2022.0,0,1
MERCEDES-BENZ,Clase GLA 180 Style,21500.0,1,0.0,21500.0,Granada,62000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,122.0,5.0,5.0,2018.0,12,1
AUDI,A4 2.0 TFSI Advanced edition S tronic 140kW,17490.0,1,0.0,17490.0,Madrid,106400.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,190.0,4.0,11.0,2017.0,12,0
AUDI,A7 Sportback 3.0TDI S line quattro edition S-Tronic 245,23500.0,0,0.0,23500.0,Madrid,169500.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,4.0,245.0,5.0,10.0,2015.0,0,0
FORD,Focus 2.0Ecoblue ST Line Aut. 150,17900.0,0,0.0,17900.0,Ciudad Real,121600.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,150.0,5.0,3.0,2018.0,12,0
FORD,Mustang Fastback 2.3 EcoBoost,27990.0,0,0.0,27990.0,Las Palmas,62500.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,4.0,314.0,2.0,6.0,2017.0,0,1
AUDI,Q2 35 TFSI Black line edition S tronic 110kW,30990.0,1,0.0,30990.0,Barcelona,28000.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,7.0,2022.0,12,0
MERCEDES-BENZ,Clase CLA 180 CDi Inspiration,16950.0,0,0.0,16950.0,Málaga,160000.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,0.0,0.0,5.0,5.0,2016.0,0,1
AUDI,A6 Avant 3.0TDI Black line ed. Q. S-T 160kW,18500.0,0,0.0,18500.0,Álava,253000.0,True,False,False,False,False,False,False,False,False,Automático,Stationwagon,5.0,218.0,5.0,6.0,2021.0,0,0
PORSCHE,Panamera Berlina  Automático de 5 Puertas,64990.0,0,0.0,64990.0,Tenerife,168000.0,False,False,False,False,False,True,False,False,False,Automático,Desconocido,5.0,330.0,5.0,9.0,2019.0,12,0
MERCEDES-BENZ,Clase S Coupé 63 AMG 4Matic Aut.,73900.0,0,0.0,73900.0,Valladolid,135000.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,4.0,585.0,2.0,12.0,2014.0,0,0
BMW,X5 xDrive 30dA,44600.0,0,0.0,44600.0,Almería,138000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,258.0,5.0,2.0,2018.0,12,0
TOYOTA,Corolla Touring Sports 180H Advance,29500.0,1,0.0,29500.0,Madrid,27000.0,False,False,False,False,True,False,False,False,False,Automático,Stationwagon,5.0,184.0,5.0,7.0,2022.0,12,0
PEUGEOT,3008 1.5 BlueHDi 96kW Active Pack EAT8,27995.0,1,0.0,27995.0,Alicante,24550.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,130.0,5.0,3.0,2023.0,12,0
PEUGEOT,2008 1.5BlueHDi S&S Active 100,19800.0,1,0.0,19800.0,Valencia,60900.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,100.0,5.0,7.0,2020.0,12,1
BMW,Z4 sDrive 20iA,45990.0,1,0.0,45990.0,Madrid,15532.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,2.0,197.0,2.0,2.0,2024.0,24,0
FORD,Focus Sportbreak 1.0 Ecoboost MHEV ST-Line X 125,29990.0,1,0.0,29990.0,Cádiz,17474.0,False,False,False,True,False,False,False,False,False,Manual,Stationwagon,5.0,125.0,5.0,4.0,2023.0,12,1
PEUGEOT,508 Plug-in Hybrid 225 e-EAT8 GT,34800.0,1,0.0,34800.0,Burgos,500.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,225.0,5.0,8.0,2023.0,12,0
AUDI,A4 Avant 30 TDI S line S tronic 100kW,25990.0,1,0.0,25990.0,Lugo,114351.0,True,False,False,False,False,False,False,False,False,Automático,Stationwagon,5.0,136.0,5.0,8.0,2020.0,12,0
FORD,Puma 1.0 EcoBoost MHEV ST-Line X 155,19800.0,0,0.0,19800.0,La Rioja,61000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,155.0,5.0,12.0,2020.0,12,1
BMW,Serie 3 318dA Gran Turismo,21999.0,1,0.0,21999.0,Madrid,142000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,150.0,5.0,7.0,2020.0,12,0
NISSAN,Qashqai 1.5dCi Acenta 4x2 85kW,14999.0,1,0.0,14999.0,Madrid,130000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,10.0,2018.0,12,1
PORSCHE,Macan Turbo Performance Package Aut.,47800.0,1,0.0,47800.0,Córdoba,142000.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,440.0,5.0,6.0,2017.0,12,0
AUDI,Q3 35 TDI Advanced S tronic 110kW,33800.0,1,0.0,33800.0,Lugo,30863.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,4.0,2021.0,12,0
TOYOTA,RAV-4 2.2D-4D Executive,9490.0,0,0.0,9490.0,Toledo,180000.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,136.0,5.0,4.0,2007.0,0,1
AUDI,A6 RS6 Avant,128990.0,0,0.0,128990.0,Madrid,24000.0,False,False,False,True,False,False,False,False,False,Automático,Familiar,0.0,600.0,5.0,9.0,2020.0,12,0
LEXUS,NX 300h Executive 4WD + Navibox,17490.0,0,0.0,17490.0,Barcelona,192000.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,197.0,5.0,11.0,2014.0,0,0
CITROEN,C3 Picasso 1.6BlueHDi Feel 100,7999.0,0,0.0,7999.0,Barcelona,219999.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,100.0,5.0,3.0,2016.0,12,1
KIA,XCeed 1.6 GDi PHEV 104kW (141CV) eDrive,30476.0,0,0.0,30476.0,Vizcaya,5250.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,141.0,5.0,4.0,2023.0,60,0
KIA,Sportage 1.6 T-GDi PHEV GT-line 4x4 265,42800.0,1,0.0,42800.0,Madrid,14083.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,7.0,265.0,5.0,8.0,2023.0,12,0
SEAT,Ateca 1.0 TSI S&S Ecomotive Reference,14700.0,0,0.0,14700.0,La Coruña,157000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,7.0,2017.0,0,1
FORD,Focus 1.0 Ecoboost MHEV Active 125,23280.0,1,0.0,23280.0,La Coruña,24285.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,125.0,5.0,2.0,2023.0,12,1
RENAULT,Captur E-TECH Híbrido esprit Alpine 105kW,33400.0,1,0.0,33400.0,Vizcaya,1.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,145.0,5.0,6.0,2024.0,36,0
PEUGEOT,208 HYBRID 136 eDCS6 GT,24900.0,1,0.0,24900.0,Valencia,5522.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,136.0,5.0,8.0,2024.0,24,0
BMW,X5 xDrive 40dA xLine,88000.0,1,0.0,88000.0,Alicante,30000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,352.0,5.0,1.0,2024.0,24,0
PEUGEOT,407 2.2HDI ST Confort Pack,3999.0,0,0.0,3999.0,Alicante,83548.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,170.0,4.0,12.0,2006.0,0,0
BMW,Serie 5 530dA,19900.0,0,0.0,19900.0,Ciudad Real,196000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,265.0,4.0,9.0,2016.0,0,0
LAND-ROVER,Range Rover Velar 2.0D S 4WD Aut. 180,36900.0,0,0.0,36900.0,Ciudad Real,62400.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,180.0,5.0,6.0,2018.0,12,0
CHEVROLET,Aveo Sedán 1.2 16v LS,2800.0,0,0.0,2800.0,Valencia,254000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,84.0,4.0,10.0,2010.0,0,1
AUDI,A4 S4 4.2 V8 quattro Tiptronic,13500.0,0,0.0,13500.0,Madrid,142588.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,344.0,4.0,6.0,2021.0,0,0
VOLKSWAGEN,Passat Variant 2.0TDI BMT Advance 4M 110kW,11990.0,0,0.0,11990.0,Vizcaya,200000.0,True,False,False,False,False,False,False,False,False,Manual,Stationwagon,5.0,150.0,5.0,11.0,2015.0,12,1
BMW,i4 M50,66690.0,1,0.0,66690.0,Madrid,4658.0,False,True,False,False,False,False,False,False,False,Automático,Berlina,5.0,544.0,5.0,10.0,2023.0,24,0
SEAT,Altea 1.6TDI CR S&S I-Tech E-Ecom Last Ed.,14990.0,0,0.0,14990.0,Albacete,78251.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,105.0,5.0,6.0,2015.0,12,1
BMW,Serie 3 M340iA xDrive,59600.0,0,0.0,59600.0,Almería,10000.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,374.0,4.0,12.0,2022.0,12,0
JEEP,Renegade 1.6Mjt Limited 4x2 88kW,16650.0,1,0.0,16650.0,Islas Baleares,72421.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,120.0,5.0,2.0,2020.0,12,1
BMW,Serie 4 420dA Cabrio,48900.0,1,-0.02,47922.0,Alicante,16750.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,4.0,190.0,2.0,3.0,2024.0,24,0
VOLKSWAGEN,Golf 1.6TDI CR Advance BMT 105,7600.0,1,0.0,7600.0,Alicante,179000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,105.0,5.0,10.0,2011.0,12,1
PEUGEOT,208 1.2 Puretech S&S Active Pack 100,12900.0,1,0.0,12900.0,Teruel,83000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,100.0,5.0,3.0,2021.0,72,1
MINI,Countryman ONE,6900.0,0,0.0,6900.0,Barcelona,212000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,98.0,5.0,12.0,2010.0,0,1
SEAT,Ibiza 1.0 TSI S&S Style 110,14200.0,0,0.0,14200.0,Barcelona,55600.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,110.0,5.0,3.0,2021.0,12,1
LAND-ROVER,Range Rover Sport 3.0TDV6 SE Aut.,23995.0,0,0.0,23995.0,Islas Baleares,104000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,258.0,5.0,6.0,2013.0,12,0
NISSAN,Micra Berlina 80cv Manual de 5 Puertas,6450.0,0,0.0,6450.0,Madrid,111000.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,5.0,80.0,5.0,2.0,2017.0,0,1
MERCEDES-BENZ,Clase E Coupé 350 CDI Blue Efficiency Avantg.,15500.0,0,0.0,15500.0,Zaragoza,219559.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,4.0,231.0,2.0,7.0,2009.0,12,0
FORD,Focus 1.5TDCi Business 120,11490.0,0,0.0,11490.0,Madrid,96000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,120.0,5.0,2.0,2018.0,12,1
VOLKSWAGEN,Golf 1.0 TSI Advance 81kW,16500.0,1,0.0,16500.0,Lugo,104742.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,110.0,5.0,8.0,2019.0,12,1
AUDI,A3 S3 Sportback quattro S tronic,60800.0,1,0.0,60800.0,Huesca,19800.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,333.0,5.0,4.0,2024.0,24,0
CITROEN,C2 1.4i Audace,3500.0,0,0.0,3500.0,Barcelona,36500.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,4.0,75.0,3.0,8.0,2007.0,0,1
MITSUBISHI,Montero 3.2 DI-D Intense Kaiteki Aut.,9600.0,0,0.0,9600.0,Teruel,248000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,7.0,160.0,5.0,6.0,2005.0,0,0
